timestamp,temp,ac,lights
1333,23.3,On,On
1334,23.31,On,On
1335,23.31,On,On
1336,23.31,On,On
1337,23.3,On,On
1338,23.28,On,On
1339,23.28,On,On
1340,23.28,On,On
1341,23.26,On,On
1342,23.26,On,On
1343,23.27,On,On
1344,23.25,On,On
1345,23.23,On,On
1346,23.25,On,On
1347,23.29,On,On
1348,23.29,On,On
1349,23.27,On,On
1350,23.26,On,On
1351,23.24,On,On
1352,23.23,On,On
1353,23.24,On,On
1354,23.21,On,On
1355,23.25,On,On
1356,23.26,On,On
1357,23.27,On,On
1358,23.27,On,On
1359,23.27,On,On
1360,23.29,On,On
1361,23.36,On,On
1362,23.39,On,On
1363,23.39,On,On
1364,23.41,On,On
1365,23.44,On,On
1366,23.45,On,On
1367,23.48,On,On
1368,23.48,On,On
1369,23.45,On,On
1370,23.43,On,On
1371,23.41,On,On
1372,23.44,On,On
1373,23.45,On,On
1374,23.49,On,On
1375,23.51,On,On
1376,23.54,On,On
1377,23.51,On,On
1378,23.49,On,On
1379,23.5,On,On
1380,23.52,On,On
1381,23.51,On,On
1382,23.5,On,On
1383,23.49,On,On
1384,23.51,On,On
1385,23.54,On,On
1386,23.56,On,On
1387,23.55,On,On
1388,23.56,On,On
1389,23.57,On,On
1390,23.58,On,On
1391,23.56,On,On
1392,23.55,On,On
1393,23.55,On,On
1394,23.55,On,On
1395,23.53,On,On
1396,23.53,On,On
1397,23.53,On,On
1398,23.53,On,On
1399,23.54,On,On
1400,23.56,On,On
1401,23.58,On,On
1402,23.62,On,On
1403,23.59,On,On
1404,23.56,On,On
1405,23.57,On,On
1406,23.61,On,On
1407,23.62,On,On
1408,23.61,On,On
1409,23.6,On,On
1410,23.59,On,On
1411,23.61,On,On
1412,23.63,On,On
1413,23.62,On,On
1414,23.58,On,On
1415,23.58,On,On
1416,23.58,On,On
1417,23.59,On,On
1418,23.62,On,On
1419,23.65,On,On
1420,23.67,On,On
1421,23.66,On,On
1422,23.67,On,On
1423,23.65,On,On
1424,23.64,On,On
1425,23.61,On,On
1426,23.54,On,On
1427,23.55,On,On
1428,23.58,On,On
1429,23.57,On,On
1430,23.63,On,On
1431,23.62,On,On
1432,23.63,On,On
1433,23.64,On,On
1434,23.65,On,On
1435,23.65,On,On
1436,23.62,On,On
1437,23.61,On,On
1438,23.57,On,On
1439,23.57,On,On
1440,23.62,On,On
1441,23.62,On,On
1442,23.6,On,On
1443,23.6,On,On
1444,23.6,On,On
1445,23.57,On,On
1446,23.57,On,On
1447,23.58,On,On
1448,23.61,On,On
1449,23.6,On,On
1450,23.59,On,On
1451,23.61,On,On
1452,23.6,On,On
1453,23.61,On,On
1454,23.63,On,On
1455,23.64,On,On
1456,23.61,On,On
1457,23.61,On,On
1458,23.6,On,On
1459,23.65,On,On
1460,23.63,On,On
1461,23.65,On,On
1462,23.65,On,On
1463,23.65,On,On
1464,23.65,On,On
1465,23.65,On,On
1466,23.68,On,On
1467,23.68,On,On
1468,23.69,On,On
1469,23.68,On,On
1470,23.69,On,On
1471,23.67,On,On
1472,23.63,On,On
1473,23.6,On,On
1474,23.63,On,On
1475,23.62,On,On
1476,23.61,On,On
1477,23.61,On,On
1478,23.59,On,On
1479,23.59,On,On
1480,23.6,On,On
1481,23.63,On,On
1482,23.6,On,On
1483,23.63,On,On
1484,23.61,On,On
1485,23.64,On,On
1486,23.66,On,On
1487,23.64,On,On
1488,23.64,On,On
1489,23.64,On,On
1490,23.67,On,On
1491,23.68,On,On
1492,23.7,On,On
1493,23.73,On,On
1494,23.71,On,On
1495,23.76,On,On
1496,23.78,On,On
1497,23.8,On,On
1498,23.81,On,On
1499,23.8,On,On
1500,23.79,On,On
1501,23.79,On,On
1502,23.78,On,On
1503,23.77,On,On
1504,23.78,On,On
1505,23.78,On,On
1506,23.8,On,On
1507,23.8,On,On
1508,23.79,On,On
1509,23.76,On,On
1510,23.8,On,On
1511,23.78,On,On
1512,23.78,On,On
1513,23.78,On,On
1514,23.78,On,On
1515,23.78,On,On
1516,23.75,On,On
1517,23.74,On,On
1518,23.74,On,On
1519,23.77,On,On
1520,23.75,On,On
1521,23.76,On,On
1522,23.76,On,On
1523,23.78,On,On
1524,23.79,On,On
1525,23.81,On,On
1526,23.81,On,On
1527,23.82,On,On
1528,23.8,On,On
1529,23.79,On,On
1530,23.77,On,On
1531,23.76,On,On
1532,23.78,On,On
1533,23.77,On,On
1534,23.79,On,On
1535,23.81,On,On
1536,23.8,On,On
1537,23.8,On,On
1538,23.8,On,On
1539,23.83,On,On
1540,23.83,On,On
1541,23.83,On,On
1542,23.85,On,On
1543,23.84,On,On
1544,23.82,On,On
1545,23.84,On,On
1546,23.83,On,On
1547,23.87,On,On
1548,23.88,On,On
1549,23.91,On,On
1550,23.94,On,On
1551,23.93,On,On
1552,23.89,On,On
1553,23.9,On,On
1554,23.88,On,On
1555,23.86,On,On
1556,23.86,On,On
1557,23.86,On,On
1558,23.88,On,On
1559,23.88,On,On
1560,23.89,On,On
1561,23.89,On,On
1562,23.89,On,On
1563,23.91,On,On
1564,23.9,On,On
1565,23.88,On,On
1566,23.9,On,On
1567,23.94,On,On
1568,23.92,On,On
1569,23.91,On,On
1570,23.92,On,On
1571,23.93,On,On
1572,23.93,On,On
1573,23.94,On,On
1574,23.95,On,On
1575,23.99,On,On
1576,24.02,On,On
1577,24,On,On
1578,23.99,On,On
1579,24,On,On
1580,24.02,On,On
1581,24.01,On,On
1582,24.02,On,On
1583,24.01,On,On
1584,24.02,On,On
1585,24.01,On,On
1586,24.02,On,On
1587,24,On,On
1588,24.01,On,On
1589,24.01,On,On
1590,24.03,On,On
1591,24.01,On,On
1592,24.02,On,On
1593,24.06,On,On
1594,24.04,On,On
1595,24.03,On,On
1596,24.03,On,On
1597,24.05,On,On
1598,24.04,On,On
1599,24.04,On,On
1600,24.07,On,On
1601,24.05,On,On
1602,24.01,On,On
1603,24.01,On,On
1604,24.01,On,On
1605,24,On,On
1606,24.02,On,On
1607,24.04,On,On
1608,24.03,On,On
1609,24.03,On,On
1610,24.01,On,On
1611,24.04,On,On
1612,24.05,On,On
1613,24.08,On,On
1614,24.09,On,On
1615,24.09,On,On
1616,24.13,On,On
1617,24.14,On,On
1618,24.15,On,On
1619,24.17,On,On
1620,24.17,On,On
1621,24.15,On,On
1622,24.14,On,On
1623,24.15,On,On
1624,24.14,On,On
1625,24.15,On,On
1626,24.18,On,On
1627,24.18,On,On
1628,24.19,On,On
1629,24.15,On,On
1630,24.14,On,On
1631,24.16,On,On
1632,24.15,On,On
1633,24.14,On,On
1634,24.15,On,On
1635,24.16,On,On
1636,24.17,On,On
1637,24.17,On,On
1638,24.2,On,On
1639,24.21,On,On
1640,24.22,On,On
1641,24.25,On,On
1642,24.24,On,On
1643,24.21,On,On
1644,24.21,On,On
1645,24.19,On,On
1646,24.19,On,On
1647,24.2,On,On
1648,24.2,On,On
1649,24.19,On,On
1650,24.19,On,On
1651,24.2,On,On
1652,24.21,On,On
1653,24.2,On,On
1654,24.2,On,On
1655,24.19,On,On
1656,24.2,On,On
1657,24.21,On,On
1658,24.17,On,On
1659,24.18,On,On
1660,24.17,On,On
1661,24.16,On,On
1662,24.15,On,On
1663,24.15,On,On
1664,24.15,On,On
1665,24.15,On,On
1666,24.19,On,On
1667,24.23,On,On
1668,24.25,On,On
1669,24.24,On,On
1670,24.24,On,On
1671,24.23,On,On
1672,24.24,On,On
1673,24.24,On,On
1674,24.2,On,On
1675,24.22,On,On
1676,24.2,On,On
1677,24.19,On,On
1678,24.17,On,On
1679,24.15,On,On
1680,24.15,On,On
1681,24.15,On,On
1682,24.12,On,On
1683,24.11,On,On
1684,24.08,On,On
1685,24.11,On,On
1686,24.12,On,On
1687,24.14,On,On
1688,24.13,On,On
1689,24.14,On,On
1690,24.14,On,On
1691,24.13,On,On
1692,24.12,On,On
1693,24.13,On,On
1694,24.13,On,On
1695,24.11,On,On
1696,24.1,On,On
1697,24.11,On,On
1698,24.14,On,On
1699,24.16,On,On
1700,24.16,On,On
1701,24.16,On,On
1702,24.16,On,On
1703,24.14,On,On
1704,24.13,On,On
1705,24.11,On,On
1706,24.1,On,On
1707,24.11,On,On
1708,24.08,On,On
1709,24.1,On,On
1710,24.07,On,On
1711,24.06,On,On
1712,24.07,On,On
1713,24.07,On,On
1714,24.1,On,On
1715,24.13,On,On
1716,24.15,On,On
1717,24.15,On,On
1718,24.16,On,On
1719,24.14,On,On
1720,24.14,On,On
1721,24.13,On,On
1722,24.14,On,On
1723,24.11,On,On
1724,24.09,On,On
1725,24.12,On,On
1726,24.12,On,On
1727,24.12,On,On
1728,24.11,On,On
1729,24.09,On,On
1730,24.08,On,On
1731,24.1,On,On
1732,24.15,On,On
1733,24.14,On,On
1734,24.17,On,On
1735,24.21,On,On
1736,24.2,On,On
1737,24.18,On,On
1738,24.18,On,On
1739,24.17,On,On
1740,24.17,On,On
1741,24.22,On,On
1742,24.25,On,On
1743,24.24,On,On
1744,24.26,On,On
1745,24.28,On,On
1746,24.25,On,On
1747,24.25,On,On
1748,24.23,On,On
1749,24.23,On,On
1750,24.21,On,On
1751,24.2,On,On
1752,24.17,On,On
1753,24.16,On,On
1754,24.18,On,On
1755,24.19,On,On
1756,24.19,On,On
1757,24.22,On,On
1758,24.23,On,On
1759,24.24,On,On
1760,24.27,On,On
1761,24.34,On,On
1762,24.37,On,On
1763,24.36,On,On
1764,24.36,On,On
1765,24.38,On,On
1766,24.36,On,On
1767,24.39,On,On
1768,24.41,On,On
1769,24.42,On,On
1770,24.42,On,On
1771,24.45,On,On
1772,24.47,On,On
1773,24.52,On,On
1774,24.52,On,On
1775,24.53,On,On
1776,24.54,On,On
1777,24.52,On,On
1778,24.49,On,On
1779,24.51,On,On
1780,24.54,On,On
1781,24.55,On,On
1782,24.57,On,On
1783,24.59,On,On
1784,24.62,On,On
1785,24.62,On,On
1786,24.58,On,On
1787,24.59,On,On
1788,24.59,On,On
1789,24.6,On,On
1790,24.62,On,On
1791,24.63,On,On
1792,24.64,On,On
1793,24.65,On,On
1794,24.66,On,On
1795,24.65,On,On
1796,24.64,On,On
1797,24.66,On,On
1798,24.66,On,On
1799,24.67,On,On
